0,1
2020-Jan-28 22:14:23.284943,53052924
2020-Jan-28 22:14:23.339702,53052924
2020-Jan-28 22:14:23.445944,53052925
2020-Jan-28 22:14:23.553045,53052925
2020-Jan-28 22:14:23.662823,53052925
2020-Jan-28 22:14:23.736808,53052925
2020-Jan-28 22:14:23.753399,53052925
2020-Jan-28 22:14:23.841902,53052925
2020-Jan-28 22:14:23.851646,53052925
2020-Jan-28 22:14:23.950848,53052925
2020-Jan-28 22:14:24.054804,53052925
2020-Jan-28 22:14:24.162729,53052925
2020-Jan-28 22:14:24.265409,53052925
2020-Jan-28 22:14:24.370037,53052925
2020-Jan-28 22:14:24.474621,53052925
2020-Jan-28 22:14:24.576437,53052925
2020-Jan-28 22:14:24.690383,53052925
2020-Jan-28 22:14:24.784983,53052925
2020-Jan-28 22:14:24.891730,53052925
2020-Jan-28 22:14:24.998897,53052925
2020-Jan-28 22:14:25.096387,53052925
2020-Jan-28 22:14:25.205299,53052925
2020-Jan-28 22:14:25.307575,53052925
2020-Jan-28 22:14:25.412300,53052925
2020-Jan-28 22:14:25.519835,53052925
2020-Jan-28 22:14:25.620883,53052925
2020-Jan-28 22:14:25.725329,53052925
2020-Jan-28 22:14:25.831614,53052925
2020-Jan-28 22:14:25.931416,53052925
2020-Jan-28 22:14:26.037059,53052925
2020-Jan-28 22:14:26.142106,53052925
2020-Jan-28 22:14:26.246951,53052925
2020-Jan-28 22:14:26.349856,53052925
2020-Jan-28 22:14:26.455165,53052926
2020-Jan-28 22:14:26.560015,53052926
2020-Jan-28 22:14:26.669994,53052926
2020-Jan-28 22:14:26.767953,53052926
2020-Jan-28 22:14:26.888569,53052926
2020-Jan-28 22:14:26.976196,53052926
2020-Jan-28 22:14:27.098520,53052926
2020-Jan-28 22:14:27.182156,53052926
2020-Jan-28 22:14:27.307955,53052926
2020-Jan-28 22:14:27.389641,53052926
2020-Jan-28 22:14:27.492749,53052926
2020-Jan-28 22:14:27.598437,53052926
2020-Jan-28 22:14:27.699624,53052926
2020-Jan-28 22:14:27.806295,53052926
2020-Jan-28 22:14:27.910702,53052926
2020-Jan-28 22:14:28.017129,53052926
2020-Jan-28 22:14:28.133686,53052926
2020-Jan-28 22:14:28.232593,53052926
2020-Jan-28 22:14:28.336840,53052926
2020-Jan-28 22:14:28.448328,53052926
2020-Jan-28 22:14:28.547184,53052926
2020-Jan-28 22:14:28.666918,53052926
2020-Jan-28 22:14:28.799697,53052926
2020-Jan-28 22:14:28.886148,53052926
2020-Jan-28 22:14:28.993054,53052926
2020-Jan-28 22:14:29.097110,53052926
2020-Jan-28 22:14:29.147319,53052926
2020-Jan-28 22:14:29.196266,53052926
2020-Jan-28 22:14:29.254925,53052926
2020-Jan-28 22:14:29.354844,53052926
2020-Jan-28 22:14:29.459759,53052926
2020-Jan-28 22:14:29.562994,53052926
2020-Jan-28 22:14:29.665884,53052926
2020-Jan-28 22:14:29.773743,53052926
2020-Jan-28 22:14:29.875723,53052926
2020-Jan-28 22:14:29.980513,53052926
2020-Jan-28 22:14:30.089452,53052926
2020-Jan-28 22:14:30.183755,53052926
2020-Jan-28 22:14:30.288764,53052926
2020-Jan-28 22:14:30.393325,53052926
2020-Jan-28 22:14:30.496927,53052927
2020-Jan-28 22:14:30.600293,53052927
2020-Jan-28 22:14:30.702040,53052927
2020-Jan-28 22:14:30.803598,53052927
2020-Jan-28 22:14:30.908568,53052927
2020-Jan-28 22:14:31.012958,53052927
2020-Jan-28 22:14:31.117320,53052927
2020-Jan-28 22:14:31.221892,53052927
2020-Jan-28 22:14:31.323763,53052927
2020-Jan-28 22:14:31.436589,53052927
2020-Jan-28 22:14:31.535631,53052927
2020-Jan-28 22:14:31.635600,53052927
2020-Jan-28 22:14:31.745651,53052927
2020-Jan-28 22:14:31.848351,53052927
2020-Jan-28 22:14:31.950634,53052927
2020-Jan-28 22:14:32.062023,53052927
2020-Jan-28 22:14:32.161339,53052927
2020-Jan-28 22:14:32.263081,53052927
2020-Jan-28 22:14:32.371367,53052927
2020-Jan-28 22:14:32.474248,53052927
2020-Jan-28 22:14:32.619438,53052927
2020-Jan-28 22:14:32.676590,53052927
2020-Jan-28 22:14:32.785171,53052927
2020-Jan-28 22:14:32.930784,53052927
